scientific_name,inat_common_name,ref_common_name,comment
Portulaca grandiflora,大花马齿苋,大花马齿苋,Matched
Portulaca molokiniensis,金钱木,,Species not included in reference
Portulaca oleracea,马齿苋,马齿苋,Matched
Portulaca pilosa,毛马齿苋,毛马齿苋,Matched
Portulaca umbraticola,环翅马齿苋,,Species not included in reference
Portulacaria,树马齿苋属,,Species not included in reference
Portulacaria afra,树马齿苋,,Species not included in reference
Potamogeton,眼子菜属,眼子菜属,Matched
Potamogeton crispus,菹草,菹草,Matched
Potamogeton maackianus,微齿眼子菜,微齿眼子菜,Matched
Potamogeton malaianus,竹叶眼子菜,,Species not included in reference
Potamogeton natans,浮叶眼子菜,浮叶眼子菜,Matched
Potamogeton nodosus,小节眼子菜,小节眼子菜,Matched
Potamogeton octandrus,南方眼子菜,八蕊眼子菜,Inconsistent common name
Potamogeton pusillus,小眼子菜,小眼子菜,Matched
Potamogeton wrightii,竹叶眼子菜,竹叶眼子菜,Matched
Potentilla,委陵菜属,委陵菜属,Matched
Potentilla acaulis,星毛委陵菜,星毛委陵菜,Matched
Potentilla ancistrifolia,皱叶委陵菜,皱叶委陵菜,Matched
Potentilla ancistrifolia dickinsii,薄叶委陵菜,,Species not included in reference
Potentilla argentea,银背委陵菜,银背委陵菜,Matched
Potentilla biflora,双花委陵菜,,Species not included in reference
Potentilla centigrana,蛇莓委陵菜,蛇莓委陵菜,Matched
Potentilla chinensis,委陵菜,委陵菜,Matched
Potentilla clandestina,,,Missed common name on iNat
Potentilla conferta,大萼委陵菜,大萼委陵菜,Matched
Potentilla coriandrifolia,荽叶委陵菜,荽叶委陵菜,Matched
Potentilla dickinsii,薄叶委陵菜,,Species not included in reference
Potentilla discolor,翻白草,翻白草,Matched
Potentilla eriocarpa,毛果委陵菜,,Species not included in reference
Potentilla eriocarpa tsarongensis,,,Missed common name on iNat
Potentilla flagellaris,匍枝委陵菜,匍枝委陵菜,Matched
Potentilla fragarioides,莓叶委陵菜,莓叶委陵菜,Matched
Potentilla freyniana,三叶委陵菜,三叶委陵菜,Matched
Potentilla fulgens,西南委陵菜,,Species not included in reference
Potentilla hebiichigo,台湾蛇莓,,Species not included in reference
Potentilla indica,蛇莓,,Species not included in reference
Potentilla kleiniana,蛇含委陵菜,蛇含委陵菜,Matched
Potentilla longifolia,腺毛委陵菜,腺毛委陵菜,Matched
Potentilla multifida,多裂委陵菜,多裂委陵菜,Matched
Potentilla nivea,雪白委陵菜,雪白委陵菜,Matched
Potentilla pamirica,,,Missed common name on iNat
Potentilla paradoxa,野芫荽,,Species not included in reference
Potentilla potaninii,,华西委陵菜,Missed common name on iNat
Potentilla purpurea,,,Missed common name on iNat
Potentilla reptans,匍匐委陵菜,匍匐委陵菜,Matched
Potentilla reptans sericophylla,绢毛匍匐委陵菜,,Species not included in reference
Potentilla saundersiana,,钉柱委陵菜,Missed common name on iNat
Potentilla simulatrix,等齿委陵菜,等齿委陵菜,Matched
Potentilla sischanensis,西山委陵菜,西山委陵菜,Matched
Potentilla supina,朝天委陵菜,朝天委陵菜,Matched
Potentilla tanacetifolia,菊叶委陵菜,菊叶委陵菜,Matched
Potentilla ternata,,,Missed common name on iNat
Potentilla tetrandra,四蕊山莓草,,Species not included in reference
Pothos,石柑属,石柑属,Matched
Pothos chinensis,石柑子,石柑子,Matched
Pothos longipes,,,Missed common name on iNat
Pothos pilulifer,,地柑,Missed common name on iNat
Pothos repens,百足藤,百足藤,Matched
Pothos scandens,螳螂跌打,螳螂跌打,Matched
Pottsia laxiflora,帘子藤,帘子藤,Matched
Pouchetia baumanniana,大苞垂枝茜,,Species not included in reference
Pourthiaea,落叶石楠属,,Species not included in reference
Pourthiaea arguta,中华落叶石楠,,Species not included in reference
Pourthiaea villosa,毛叶石楠,,Species not included in reference
Pouteria,桃榄属,桃榄属,Matched
Pouteria caimito,黄晶果,,Species not included in reference
Pouteria campechiana,蛋黄果,,Species not included in reference
Pouzolzia,雾水葛属,雾水葛属,Matched
Pouzolzia zeylanica,雾水葛,雾水葛,Matched
Praxelis,假臭草属,假臭草属,Matched
Praxelis clematidea,假臭草,假臭草,Matched
Premna,豆腐柴属,豆腐柴属,Matched
Premna acutata,,尖齿豆腐柴,Missed common name on iNat
Premna bracteata,苞序豆腐柴,苞序豆腐柴,Matched
Premna cavaleriei,黄药豆腐柴,黄药豆腐柴,Matched
Premna microphylla,豆腐柴,豆腐柴,Matched
Premna serratifolia,,伞序臭黄荆,Missed common name on iNat
Prenanthes,盘果菊属,,Species not included in reference
Primula,报春花属,报春花属,Matched
Primula amethystina,紫晶报春,紫晶报春,Matched
Primula amethystina argutidens,,,Missed common name on iNat
Primula asarifolia,细辛叶报春,细辛叶报春,Matched
Primula aurantiaca,,橙红灯台报春,Missed common name on iNat
Primula bella,山丽报春,山丽报春,Matched
Primula biserrata,齿叶灯台报春,,Species not included in reference
Primula blattariformis,,地黄叶报春,Missed common name on iNat
Primula blinii,,糙毛报春,Missed common name on iNat
Primula boreiocalliantha,,木里报春,Missed common name on iNat
Primula bullata,皱叶报春,皱叶报春,Matched
Primula bullata forrestii,,,Missed common name on iNat
Primula bulleyana,橘红灯台报春,橘红灯台报春,Matched
Primula bulleyana beesiana,,,Missed common name on iNat
Primula calliantha,美花报春,美花报春,Matched
Primula capitata,头序报春,头序报春,Matched
Primula chapaensis,马关报春,马关报春,Matched
Primula chienii,青城报春,青城报春,Matched
Primula chionantha,紫花雪山报春,紫花雪山报春,Matched
Primula chungensis,中甸灯台报春,中甸灯台报春,Matched
Primula cicutariifolia,毛茛叶报春,毛茛叶报春,Matched
Primula cockburniana,,鹅黄灯台报春,Missed common name on iNat
Primula davidii,,大叶宝兴报春,Missed common name on iNat
Primula deflexa,,穗花报春,Missed common name on iNat
Primula denticulata,球花报春,球花报春,Matched
Primula denticulata sinodenticulata,滇北球花报春,,Species not included in reference
Primula dryadifolia,,石岩报春,Missed common name on iNat
Primula epilosa,,二郎山报春,Missed common name on iNat
Primula faberi,,峨眉报春,Missed common name on iNat
Primula farinosa,粉报春,粉报春,Matched
Primula fasciculata,束花粉报春,束花报春,Inconsistent common name
Primula fistulosa,箭报春,箭报春,Matched
Primula flaccida,,垂花报春,Missed common name on iNat
Primula florindae,,巨伞钟报春,Missed common name on iNat
Primula gemmifera,苞芽粉报春,苞芽粉报春,Matched
Primula henrici,,,Missed common name on iNat
Primula hypoleuca,,白背小报春,Missed common name on iNat
Primula kialensis,等梗报春,等梗报春,Matched
Primula kialensis breviloba,短筒等梗报春,,Species not included in reference
Primula malacoides,报春花,报春花,Matched
Primula malvacea,,葵叶报春,Missed common name on iNat
Primula matthioli,假报春,,Species not included in reference
Primula matthioli pekinensis,河北假报春,,Species not included in reference
Primula maximowiczii,胭脂花,胭脂花,Matched
Primula melanantha,,深紫报春,Missed common name on iNat
Primula merrilliana,,安徽羽叶报春,Missed common name on iNat
Primula mianyangensis,,绵阳报春,Missed common name on iNat
Primula monticola,,中甸海水仙,Missed common name on iNat
Primula moupinensis,,宝兴报春,Missed common name on iNat
Primula munroi,,总苞报春,Missed common name on iNat
Primula munroi yargongensis,,,Missed common name on iNat
Primula nutans,天山报春,天山报春,Matched
Primula obconica,鄂报春,鄂报春,Matched
Primula optata,心愿报春,心愿报春,Matched
Primula orbicularis,,圆瓣黄花报春,Missed common name on iNat
Primula oreodoxa,,迎阳报春,Missed common name on iNat
Primula ovalifolia,卵叶报春,卵叶报春,Matched
Primula palmata,,掌叶报春,Missed common name on iNat
Primula parryi,,,Missed common name on iNat
Primula pelargoniifolia,天竺葵报春,,Species not included in reference
Primula pellucida,钻齿报春,钻齿报春,Matched
Primula pinnatifida,,羽叶穗花报春,Missed common name on iNat
Primula poissonii,海仙报春,海仙报春,Matched
Primula polyneura,,多脉报春,Missed common name on iNat
Primula praenitens,藏报春,,Species not included in reference
Primula prenantha,,小花灯台报春,Missed common name on iNat
Primula pulchella,,丽花报春,Missed common name on iNat
Primula pulchella prattii,,,Missed common name on iNat
Primula pulverulenta,粉被灯台报春,粉被灯台报春,Matched
Primula pumilio,,柔小粉报春,Missed common name on iNat
Primula purdomii,紫罗兰报春,紫罗兰报春,Matched
Primula secundiflora,偏花报春,偏花报春,Matched
Primula septemloba,,七指报春,Missed common name on iNat
Primula sieboldii,樱草,樱草,Matched
Primula sikkimensis,锡金报春,钟花报春,Inconsistent common name
Primula sonchifolia,苣叶报春,苣叶报春,Matched
Primula sonchifolia emeiensis,,,Missed common name on iNat
Primula soongii,,滋圃报春,Missed common name on iNat
Primula spicata,,穗状垂花报春,Missed common name on iNat
Primula stenocalyx,窄萼报春,狭萼报春,Inconsistent common name
Primula szechuanica,,四川报春,Missed common name on iNat
Primula tangutica,甘青报春,甘青报春,Matched
Primula valentiniana,暗红紫晶报春,暗红紫晶报春,Matched
Primula veitchiana,,川西繸瓣报春,Missed common name on iNat
Primula vialii,高穗花报春,高穗花报春,Matched
Primula vulgaris,欧报春,,Species not included in reference
Primula watsonii,,靛蓝穗花报春,Missed common name on iNat
Primula woodwardii,,岷山报春,Missed common name on iNat
Primula yunnanensis,云南报春,云南报春,Matched
Primula yunnanensis membranifolia,,,Missed common name on iNat
Primula × polyantha,,,Missed common name on iNat
Primulina,报春苣苔属,报春苣苔属,Matched
Primulina baishouensis,,百寿报春苣苔,Missed common name on iNat
Primulina bipinnatifida,,羽裂小花苣苔,Missed common name on iNat
Primulina danxiaensis,丹霞小花苣苔,丹霞小花苣苔,Matched
Primulina depressa,短序报春苣苔,短序报春苣苔,Matched
Primulina dongguanica,东莞报春苣苔,东莞报春苣苔,Matched
Primulina dryas,中华报春苣苔,中华报春苣苔,Matched
Primulina eburnea,牛耳朵,牛耳朵,Matched
Primulina fimbrisepala,蚂蝗七,蚂蟥七,Inconsistent common name
Primulina flavimaculata,黄斑报春苣苔,黄斑报春苣苔,Matched
Primulina heterotricha,烟叶唇柱苣苔,烟叶报春苣苔,Inconsistent common name
Primulina hochiensis,,河池报春苣苔,Missed common name on iNat
Primulina juliae,大齿报春苣苔,大齿报春苣苔,Matched
Primulina lianpingensis,连平报春苣苔,连平报春苣苔,Matched
Primulina liboensis,,荔波报春苣苔,Missed common name on iNat
Primulina lijiangensis,漓江报春苣苔,漓江报春苣苔,Matched
Primulina liujiangensis,,柳江报春苣苔,Missed common name on iNat
Primulina longgangensis,,弄岗报春苣苔,Missed common name on iNat
Primulina lunglinensis,隆林唇柱苣苔,隆林报春苣苔,Inconsistent common name
Primulina medica,,药用报春苣苔,Missed common name on iNat
Primulina ophiopogoides,,条叶报春苣苔,Missed common name on iNat
Primulina pinnatifida,羽裂唇柱苣苔,羽裂报春苣苔,Inconsistent common name
Primulina pteropoda,翅柄报春苣苔,翅柄报春苣苔,Matched
Primulina roseoalba,粉花报春苣苔,粉花报春苣苔,Matched
Primulina spinulosa,,刺齿报春苣苔,Missed common name on iNat
Primulina subrhomboidea,,菱叶报春苣苔,Missed common name on iNat
Primulina subulata,,钻丝小花苣苔,Missed common name on iNat
Primulina subulata yangchunensis,,,Missed common name on iNat
Primulina swinglei,钟冠报春苣苔,钟冠报春苣苔,Matched
Primulina tabacum,报春苣苔,报春苣苔,Matched
Primulina tenuituba,神农架报春苣苔,神农架报春苣苔,Matched
Primulina xiziae,西子报春苣苔,西子报春苣苔,Matched
Primulina yangchunensis,,阳春报春苣苔,Missed common name on iNat
Prinsepia uniflora,蕤核,蕤核,Matched
Prinsepia utilis,青刺尖,扁核木,Inconsistent common name
Pristimera,扁蒴藤属,,Species not included in reference
Procris,藤麻属,藤麻属,Matched
Procris crenata,藤麻,藤麻,Matched
Procris repens,吐烟花,,Species not included in reference
Proliferae,灯台报春组,,Species not included in reference
Pronephrium,新月蕨属,新月蕨属,Matched
Proserpinaca palustris,,,Missed common name on iNat
Prostanthera scutellarioides,,,Missed common name on iNat
Prosthechea cochleata,章鱼兰,,Species not included in reference
Protea cynaroides,,,Missed common name on iNat
Protea magnifica,,,Missed common name on iNat
Protea × hybrida,,,Missed common name on iNat
Prumnopitys ferruginea,锈色核果杉,,Species not included in reference
Prunella,夏枯草属,夏枯草属,Matched
Prunella grandiflora,,大花夏枯草,Missed common name on iNat
Prunella vulgaris,夏枯草,夏枯草,Matched
Prunella vulgaris asiatica,,,Missed common name on iNat
Prunella vulgaris hispida,粗毛夏枯草,,Species not included in reference
Prunella vulgaris lanceolata,,,Missed common name on iNat
Prunus,李属,李属,Matched
Prunus americana,美洲李,,Species not included in reference
Prunus amygdalus,扁桃,,Species not included in reference
Prunus arborea montana,,,Missed common name on iNat
Prunus armeniaca,杏,杏,Matched
Prunus armeniaca ansu,苦杏仁,,Species not included in reference
Prunus avium,欧洲甜樱桃,欧洲甜樱桃,Matched
Prunus blireana,樱李梅,,Species not included in reference
Prunus brachypetala,短梗稠李,,Species not included in reference
Prunus buergeriana,橉木,橉木,Matched
Prunus campanulata,钟花樱桃,钟花樱,Inconsistent common name
Prunus cerasifera,樱桃李,樱桃李,Matched
Prunus cerasifera pissardii,比氏樱桃李,,Species not included in reference
Prunus cerasifera × salicina,紫叶李,,Species not included in reference
Prunus cerasoides,高盆樱桃,高盆樱桃,Matched
Prunus cerasus,欧洲酸樱桃,欧洲酸樱桃,Matched
Prunus cistena,紫叶矮樱,,Species not included in reference
Prunus conradinae,华中樱桃,华中樱桃,Matched
Prunus davidiana,山桃,山桃,Matched
Prunus dielsiana,尾叶樱桃,尾叶樱桃,Matched
Prunus discoidea,迎春樱桃,迎春樱桃,Matched
Prunus domestica,欧洲李,欧洲李,Matched
Prunus domestica domestica,,,Missed common name on iNat
Prunus glandulosa,麦李,麦李,Matched
Prunus humilis,欧李,欧李,Matched
Prunus hypoleuca,臭樱,臭樱,Matched
Prunus hypoxantha,四川臭樱,四川臭樱,Matched
Prunus itosakura,,,Missed common name on iNat
Prunus jamasakura,日本山樱,,Species not included in reference
Prunus japonica,郁李,郁李,Matched
Prunus laurocerasus,桂樱,,Species not included in reference
Prunus limeixing,李梅杏,李梅杏,Matched
Prunus lusitanica,卢李梅,,Species not included in reference
Prunus maackii,斑叶稠李,斑叶稠李,Matched
Prunus mexicana,巨树李,,Species not included in reference
Prunus mume,梅,梅,Matched
Prunus mume typica,,,Missed common name on iNat
Prunus obtusata,细齿稠李,细齿稠李,Matched
Prunus padus,稠李,稠李,Matched
Prunus pensylvanica,欧洲酸樱桃,,Species not included in reference
Prunus persica,桃,桃,Matched
Prunus persica nucipersica,,,Missed common name on iNat
Prunus persica persica,,,Missed common name on iNat
Prunus phaeosticta,腺叶野樱,腺叶桂樱,Inconsistent common name
Prunus pseudocerasus,樱桃,樱桃,Matched
Prunus rufa,,,Missed common name on iNat
Prunus salicina,李,李,Matched
Prunus serrulata,山樱,山樱桃,Inconsistent common name
Prunus setulosa,刺毛山樱花,刺毛山樱花,Matched
Prunus sibirica,山杏,山杏,Matched
Prunus spinosa,黑刺李,黑刺李,Matched
Prunus spinulosa,刺叶桂樱,刺叶桂樱,Matched
Prunus tomentosa,毛樱桃,毛樱桃,Matched
Prunus triloba,榆叶梅,榆叶梅,Matched
Prunus undulata,尖叶桂樱,尖叶桂樱,Matched
Prunus virginiana,美洲稠李,,Species not included in reference
Prunus yunnanensis,云南樱桃,云南樱桃,Matched
Prunus zippeliana,大叶桂樱,大叶桂樱,Matched
Prunus × gondouinii,,,Missed common name on iNat
Prunus × lannesiana,大岛樱,,Species not included in reference
Prunus × subhirtella,大叶早樱,,Species not included in reference
Prunus × yedoensis,东京樱花,,Species not included in reference
Psammisia,杞莓属,,Species not included in reference
Psammophiliella muralis,细小石头花,小霞草,Inconsistent common name
Psathyrostachys,,新麦草属,Missed common name on iNat
Pseudanomodon,牛舌藓属,,Species not included in reference
Pseudanomodon attenuatus,狭叶牛舌藓,,Species not included in reference
Pseudarthria panii,百年假节蚂蟥,百年假节蚂蟥,Matched
Pseuderanthemum,山壳骨属,山壳骨属,Matched
Pseuderanthemum carruthersii,拟美花,,Species not included in reference
Pseuderanthemum crenulatum,,云南山壳骨,Missed common name on iNat
Pseuderanthemum graciliflorum,云南山壳骨,,Species not included in reference
Pseuderanthemum latifolium,山壳骨,山壳骨,Matched
Pseuderanthemum laxiflorum,紫云杜鹃,,Species not included in reference
Pseuderanthemum maculatum,拟美花,,Species not included in reference
Pseuderanthemum polyanthum,多花山壳骨,多花山壳骨,Matched
Pseuderanthemum variabile,,,Missed common name on iNat
Pseudobombax ellipticum,龟甲木棉,,Species not included in reference
Pseudocaryopteris bicolor,香莸,香莸,Matched
Pseudocayratia oligocarpa,华中乌蔹莓,华中拟乌蔹莓,Inconsistent common name
Pseudocodon,辐冠参属,辐冠参属,Matched
Pseudocodon convolvulaceus,鸡蛋参,辐冠参,Inconsistent common name
Pseudocodon graminifolius,松叶辐冠参,松叶辐冠参,Matched
Pseudocyclosorus,假毛蕨属,假毛蕨属,Matched
Pseudocyclosorus esquirolii,西南假毛蕨,西南假毛蕨,Matched
Pseudocyclosorus falcilobus,镰片假毛蕨,镰片假毛蕨,Matched
Pseudocyclosorus subochthodes,普通假毛蕨,普通假毛蕨,Matched
Pseudocyclosorus tuberculifer,瘤羽假毛蕨,瘤羽假毛蕨,Matched
Pseudocyclosorus tylodes,假毛蕨,假毛蕨,Matched
Pseudocydonia,木瓜属,木瓜属,Matched
Pseudocydonia sinensis,木瓜,木瓜,Matched
Pseudodissochaeta septentrionalis,北酸脚杆,北酸脚杆,Matched
Pseudofumaria lutea,黄花假烟堇,,Species not included in reference
Pseudognaphalium,拟鼠麴草属,鼠曲草属,Inconsistent common name
Pseudognaphalium adnatum,宽叶拟鼠麹草,宽叶鼠曲草,Inconsistent common name
Pseudognaphalium affine,鼠麹草,鼠曲草,Inconsistent common name
Pseudognaphalium hypoleucum,秋拟鼠麹草,秋鼠曲草,Inconsistent common name
Pseudogynoxys chenopodioides,蔓黄金菊,,Species not included in reference
Pseudolarix,金钱松属,金钱松属,Matched
Pseudolarix amabilis,金钱松属,金钱松,Inconsistent common name
Pseudolithos migiurtinus,凝蹄玉,,Species not included in reference
Pseudolysimachion,[旧]穗花组,兔尾苗属,Inconsistent common name
Pseudomussaenda flava,拟玉叶金花,,Species not included in reference
Pseudopanax,矛木属,,Species not included in reference
Pseudophegopteris aurita,,耳状紫柄蕨,Missed common name on iNat
Pseudoraphis sordida,瘦脊伪针茅,瘦脊伪针茅,Matched
Pseudosasa,矢竹属,矢竹属,Matched
Pseudosasa cantorii,托竹,托竹,Matched
Pseudosasa japonica,矢竹,矢竹,Matched
Pseudosasa xishuangbannaensis,版纳茶竿竹,版纳茶竿竹,Matched
Pseudosorghum fasciculare,假高粱,假高粱,Matched
Pseudostellaria,孩儿参属,孩儿参属,Matched
Pseudostellaria davidii,蔓孩儿参,蔓孩儿参,Matched
Pseudostellaria heterantha,异花孩儿参,异花孩儿参,Matched
Pseudostellaria heterophylla,太子参,孩儿参,Inconsistent common name
Pseudostellaria himalaica,,须弥孩儿参,Missed common name on iNat
Pseudostellaria japonica,毛脉孩儿参,毛脉孩儿参,Matched
Pseudostellaria sylvatica,细叶孩儿参,细叶孩儿参,Matched
Pseudotaxiphyllum,,拟鳞叶藓属,Missed common name on iNat
Pseudotsuga sinensis,黄杉,黄杉,Matched
Pseudotsuga sinensis brevifolia,短叶黄杉,,Species not included in reference
Pseudoturritis turrita,,,Missed common name on iNat
Pseudowintera colorata,彩叶含笑林仙,,Species not included in reference
Pseuduvaria trimera,金钩花,金钩花,Matched
Psidium,番石榴属,番石榴属,Matched
Psidium cattleyanum,,草莓番石榴,Missed common name on iNat
Psidium guajava,番石榴,番石榴,Matched
Psilotum nudum,松叶蕨,松叶蕨,Matched
Psophocarpus tetragonolobus,四棱豆,四棱豆,Matched
Psoralidium,张萼麦根豆属,,Species not included in reference
Psorospermum,,,Missed common name on iNat
Psychotria,九节属,九节属,Matched
Psychotria asiatica,九节,九节,Matched
Psychotria calocarpa,美果九节,美果九节,Matched
Psychotria carthagenensis,迦太基九节,,Species not included in reference
Psychotria fluviatilis,溪边九节,溪边九节,Matched
Psychotria loniceroides,,,Missed common name on iNat
Psychotria prainii,驳骨九节,驳骨九节,Matched
Psychotria serpens,蔓九节,蔓九节,Matched
Psychotria tutcheri,假九节,假九节,Matched
Psydrax dicoccos,假鱼骨木,,Species not included in reference
Ptelea crenulata,,,Missed common name on iNat
Ptelea trifoliata,榆橘,榆橘,Matched
Pteridium,蕨属,蕨属,Matched
Pteridium aquilinum,欧洲蕨,欧洲蕨,Matched
Pteridium aquilinum latiusculum,蕨,,Species not included in reference
Pteridium revolutum,毛轴蕨,毛轴蕨,Matched
Pteridrys,牙蕨属,牙蕨属,Matched
Pteridrys cnemidaria,薄叶牙蕨,薄叶牙蕨,Matched
Pteris,凤尾蕨属,凤尾蕨属,Matched
Pteris actiniopteroides,猪鬣凤尾蕨,猪鬃凤尾蕨,Inconsistent common name
Pteris arisanensis,线羽凤尾蕨,线羽凤尾蕨,Matched
Pteris aspericaulis,紫轴凤尾蕨,紫轴凤尾蕨,Matched
Pteris biaurita,狭眼凤尾蕨,狭眼凤尾蕨,Matched
Pteris cadieri,条纹凤尾蕨,条纹凤尾蕨,Matched
Pteris cretica,欧洲凤尾蕨,欧洲凤尾蕨,Matched
Pteris cretica albolineata,,,Missed common name on iNat
Pteris dactylina,,指叶凤尾蕨,Missed common name on iNat
Pteris decrescens,多羽凤尾蕨,多羽凤尾蕨,Matched
Pteris dispar,刺齿半边旗,刺齿半边旗,Matched
Pteris dissitifolia,疏羽半边旗,疏羽半边旗,Matched
Pteris ensiformis,剑叶凤尾蕨,剑叶凤尾蕨,Matched
Pteris fauriei,傅氏凤尾蕨,傅氏凤尾蕨,Matched
Pteris finotii,疏裂凤尾蕨,疏裂凤尾蕨,Matched
Pteris grevilleana,林下凤尾蕨,林下凤尾蕨,Matched
Pteris henryi,狭叶凤尾蕨,狭叶凤尾蕨,Matched
Pteris insignis,全缘凤尾蕨,全缘凤尾蕨,Matched
Pteris kawabatae,无柄凤尾蕨,无柄凤尾蕨,Matched
Pteris latipinna,百越凤尾蕨,宽羽凤尾蕨,Inconsistent common name
Pteris linearis,线羽凤尾蕨,,Species not included in reference
Pteris multifida,井栏边草,井栏边草,Matched
Pteris oshimensis,斜羽凤尾蕨,斜羽凤尾蕨,Matched
Pteris parkeri,银丝带蕨,,Species not included in reference
Pteris plumbea,栗柄凤尾蕨,栗柄凤尾蕨,Matched
Pteris semipinnata,半边旗,半边旗,Matched
Pteris terminalis,溪边凤尾蕨,溪边凤尾蕨,Matched
Pteris vittata,蜈蚣草,蜈蚣凤尾蕨,Inconsistent common name
Pteris wallichiana,西南凤尾蕨,西南凤尾蕨,Matched
Pternopetalum,假鱼骨木属,囊瓣芹属,Inconsistent common name
Pternopetalum nudicaule,裸茎囊瓣芹,裸茎囊瓣芹,Matched
Pternopetalum trichomanifolium,膜蕨囊瓣芹,膜蕨囊瓣芹,Matched
Pterobryopsis,拟蕨藓属,拟蕨藓属,Matched
Pterocarpus,紫檀属,紫檀属,Matched
Pterocarpus indicus,紫檀,紫檀,Matched
Pterocarpus macrocarpus,大果紫檀,,Species not included in reference
Pterocarya,枫杨属,枫杨属,Matched
Pterocarya fraxinifolia,高加索枫杨,,Species not included in reference
Pterocarya hupehensis,湖北枫杨,湖北枫杨,Matched
Pterocarya macroptera,甘肃枫杨,甘肃枫杨,Matched
Pterocarya stenoptera,枫杨,枫杨,Matched
Pterocarya tonkinensis,越南枫杨,越南枫杨,Matched
Pteroceltis tatarinowii,青檀,青檀,Matched
Pterocephalus hookeri,匙叶翼首花,,Species not included in reference
Pterolobium punctatum,老虎刺,老虎刺,Matched
Pterospermum acerifolium,,,Missed common name on iNat
Pterospermum heterophyllum,翻白叶树,翻白叶树,Matched
Pterospermum kingtungense,景东翅子树,景东翅子树,Matched
Pterospermum menglunense,勐仑翅子树,勐仑翅子树,Matched
Pterospermum proteus,,变叶翅子树,Missed common name on iNat
Pterospermum reticulatum,网脉翅子树,,Species not included in reference
Pterospermum truncatolobatum,截裂翅子树,截裂翅子树,Matched
Pterospermum yunnanense,云南翅子树,云南翅子树,Matched
Pterostylis alobula,,,Missed common name on iNat
Pterostyrax corymbosus,小叶白辛树,小叶白辛树,Matched
Pterostyrax psilophyllus,白辛树,白辛树,Matched
Pterygiella tenuisecta,细裂叶松蒿,,Species not included in reference
Pterygopleurum neurophyllum,脉叶翅棱芹,翅棱芹,Inconsistent common name
Pterygota alata,翅苹婆,翅苹婆,Matched
Ptilagrostis dichotoma,,双叉细柄茅,Missed common name on iNat
Ptilium crista-castrensis,毛梳藓,毛梳藓,Matched
Ptilotrichum canescens,灰毛庭荠,,Species not included in reference
Ptychomitrium,缩叶藓属,缩叶藓属,Matched
Ptychomitrium sinense,中华缩叶藓,中华缩叶藓,Matched
Ptychosperma,射叶椰子属,,Species not included in reference
Ptychosperma cuneatum,,,Missed common name on iNat
Ptychosperma elegans,,,Missed common name on iNat
Ptychosperma macarthurii,,,Missed common name on iNat
Ptychosperma schefferi,穴穗皱果棕,,Species not included in reference
Ptychostomum capillare,细叶真藓,,Species not included in reference
Ptychostomum pseudotriquetrum,,,Missed common name on iNat
Puccinellia,碱茅属,碱茅属,Matched
Pueraria,葛属,葛属,Matched
Pueraria candollei,泰葛,,Species not included in reference
Pueraria edulis,食用葛,食用葛,Matched
Pueraria montana,葛,山葛,Inconsistent common name
Pueraria montana lobata,葛麻姆,,Species not included in reference
Pueraria montana thomsonii,粉葛,,Species not included in reference
Puhuaea sequax,长波叶山蚂蝗,瓦子草,Inconsistent common name
Pulicaria,蚤草属,蚤草属,Matched
Pulicaria insignis,,臭蚤草,Missed common name on iNat
Pulmonaria,肺草属,肺草属,Matched
Pulsatilla,白头翁属,白头翁属,Matched
Pulsatilla bungeana,蒙古白头翁,,Species not included in reference
Pulsatilla cernua,朝鲜白头翁,朝鲜白头翁,Matched
Pulsatilla chinensis,白头翁,白头翁,Matched
Pulsatilla dahurica,兴安白头翁,兴安白头翁,Matched
Pulsatilla turczaninovii,细叶白头翁,细叶白头翁,Matched
Pulvigera,,,Missed common name on iNat
Pulvigera lyellii,,,Missed common name on iNat
Punica,石榴属,石榴属,Matched
Punica granatum,石榴,石榴,Matched
Puya,皇后凤梨属,,Species not included in reference
Pycnanthemum,密花薄荷属,,Species not included in reference
Pycnoplinthus uniflorus,簇芥,,Species not included in reference
Pycnosorus globosus,,,Missed common name on iNat
Pycnospora lutescens,,密子豆,Missed common name on iNat
Pylaisiadelpha,毛锦藓属,毛锦藓属,Matched
Pyracantha,火棘属,火棘属,Matched
Pyracantha angustifolia,窄叶火棘,窄叶火棘,Matched
Pyracantha coccinea,欧洲火棘,,Species not included in reference
Pyracantha crenulata,细圆齿火棘,细圆齿火棘,Matched
Pyracantha fortuneana,火棘,火棘,Matched
Pyracantha koidzumii,台湾火棘,台湾火棘,Matched
Pyrenaria,核果茶属,核果茶属,Matched
Pyrenaria hirta,粗毛石笔木,粗毛核果茶,Inconsistent common name
Pyrenaria microcarpa,小果核果茶,小果核果茶,Matched
Pyrenaria spectabilis,大果核果茶,大果核果茶,Matched
Pyrenaria spectabilis greeniae,长柱核果茶,,Species not included in reference
Pyrgophyllum yunnanense,苞叶姜,苞叶姜,Matched
Pyrola,鹿蹄草属,鹿蹄草属,Matched
Pyrola asarifolia,鹿蹄草,,Species not included in reference
Pyrola asarifolia incarnata,红花鹿蹄草,,Species not included in reference
Pyrola calliantha,,鹿蹄草,Missed common name on iNat
Pyrola decorata,普通鹿蹄草,普通鹿蹄草,Matched
Pyrola rotundifolia,圆叶鹿蹄草,圆叶鹿蹄草,Matched
Pyrostegia,炮仗藤属,炮仗藤属,Matched
